Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC
spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,"spotify:artist:698hF4vcwHwPy8ltmXermq, spotify:artist:7C64wNX3howEFZjAYRKsfP, spotify:artist:7Ip2u3e5Nv6fFb5xyIHxEE","Far East Movement, The Cataracs, DEV",spotify:album:1TuKgkCGIxiIns9Bc5XKRC,Free Wired,spotify:artist:698hF4vcwHwPy8ltmXermq,Far East Movement,1/1/2010,https://i.scdn.co/image/ab67616d0000b27358b08d62231dfca8d358b876,1,2,216893,https://p.scdn.co/mp3-preview/c582b7a59c285d2396c0695999a48d69d5495fe3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,USUM71008138
spotify:track:0yIywEquxORnu1dR0WYsdN,Love Me,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,spotify:album:1rG5TDs3jYh6OU753I54CI,My World,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,1/1/2009,https://i.scdn.co/image/ab67616d0000b2737c3bb9f74a98f60bdda6c9a7,1,7,191573,https://p.scdn.co/mp3-preview/1b3ba6eb1dfb87efbdea6e12e45023a736e3bdd4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,USUM70902893
spotify:track:3WGJSY8JaGliVIJyMig5aS,1999,"spotify:artist:25uiPmTg16RbhZWAqwLBy5, spotify:artist:3WGpXCj9YhhfX11TToZcXP","Charli xcx, Troye Sivan",spotify:album:386IqvSuljaZsMjwDGGdLj,Charli,spotify:artist:25uiPmTg16RbhZWAqwLBy5,Charli xcx,9/13/2019,https://i.scdn.co/image/ab67616d0000b2737e9409735ed90d9ee4bdaf18,1,4,189200,https://p.scdn.co/mp3-preview/1a98b881f59c8857db365b004c5c34e9edfe8b56?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,GBAHS1800662
spotify:track:55MIRLbZzpYSmMlRt9ZDWM,30/90,"spotify:artist:2garjIdgTW5i89s4Z3UT72, spotify:artist:2WHbNs4WT5ZN7rbjDqbyEE, spotify:artist:6G9bygHlCyPgNGxK2l3YdE, spotify:artist:6mXcTwoata1hkaDMbkzw32, spotify:artist:6RKS67sIPOW16NcGWkgdzF, spotify:artist:5jMxsWwmiQl6lRo01xHMmG","Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",spotify:album:4d1XaejoQ5r4jdkV8k5SNJ,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",spotify:artist:5lveWTbqXuBYfwswNPsGWL,"The Cast of Netflix's Film tick\, tick... BOOM!",11/12/2021,https://i.scdn.co/image/ab67616d0000b27321b999d57c62a5f362633a48,1,1,262505,https://p.scdn.co/mp3-preview/5b1370fd8bf542756f4feeffa87e98a72bbeab8f?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,QZ8BZ2100734
spotify:track:374EllG6WyKdKvklfanNZT,ay! (feat. Lil Wayne),"spotify:artist:6TIYQ3jFPwQSRmorSezPxX, spotify:artist:55Aa2cqylxrFIXC767Z865","mgk, Lil Wayne",spotify:album:1e9CbSWMgie8riYCSvqNs3,ay! (feat. Lil Wayne),"spotify:artist:6TIYQ3jFPwQSRmorSezPxX, spotify:artist:55Aa2cqylxrFIXC767Z865","mgk, Lil Wayne",3/4/2022,https://i.scdn.co/image/ab67616d0000b2734f1c407f8c5b9c72bbac4c54,1,1,124188,https://p.scdn.co/mp3-preview/56a6e78264b5832fccf507b298b9f3fd68cef1fc?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,0,USUM72201502
spotify:track:4pDj6rJPTd6RIbrLiCL5Zg,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte) - Olodum Mix,"spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:2DlGxzQSjYe5N6G9nkYghR, spotify:artist:2OjoIDVPQKT9B7loZbPEfp","Pitbull, Jennifer Lopez, Claudia Leitte",spotify:album:5htwZrf4lCiZ6GTj9Z0CMo,"The 2014 FIFA World Cup Official Album: One Love, One Rhythm",spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,5/9/2014,https://i.scdn.co/image/ab67616d0000b273625fe347d8e5565382d26c62,1,16,238680,https://p.scdn.co/mp3-preview/78ceb17428a786f4df458aee7c2a69a81c7ffeef?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,USRC11400628
spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,spotify:album:29blfJv8AddJrjuG3DpE13,Kiss (Deluxe),spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,1/1/2012,https://i.scdn.co/image/ab67616d0000b273a111f7769013f1731e9c697c,1,3,193400,https://p.scdn.co/mp3-preview/c4a7b5e8b012344e607dc50991a32b4a00326739?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,CAB391100615
spotify:track:5efvxYn0J1q8iuIZBqpDD7,Lowlife,spotify:artist:5mlbvTfWUOfDrUIK6dkNzv,Poppy,spotify:album:1LXJcgThDI0rAJRBkRk07s,Bubblebath,spotify:artist:5mlbvTfWUOfDrUIK6dkNzv,Poppy,6/10/2016,https://i.scdn.co/image/ab67616d0000b2737e648f95f0e0495694309569,1,1,205693,https://p.scdn.co/mp3-preview/c6ab10a9bb4e2ba04078253102437455c80caaa8?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,56,USUM71506564
spotify:track:5fp6m6Zo4LetiWaMMrPjy5,Dreamscape,spotify:artist:0BjppA384A5QT9kRKCJOyb,009 Sound System,spotify:album:5W3etTwlyw2ykgwk5sW8K3,009 Sound System,spotify:artist:0BjppA384A5QT9kRKCJOyb,009 Sound System,2010,https://i.scdn.co/image/ab67616d0000b2736298dc3c772f72e70e73d4e8,1,1,277489,https://p.scdn.co/mp3-preview/6d02c8a91a463e3d0cbd1cb472524d81c53444a2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,USTCC0917255
spotify:track:0fABszUFNbNq9IW503Gj8v,Tá OK,"spotify:artist:6xlRSRMLgZbsSNd0BMobwy, spotify:artist:2UMj7NCbuqy1yUZmiSYGjJ","DENNIS, MC Kevin o Chris",spotify:album:41iAYv4hU3BL86F0sOTvqp,Tá OK,"spotify:artist:6xlRSRMLgZbsSNd0BMobwy, spotify:artist:2UMj7NCbuqy1yUZmiSYGjJ","DENNIS, MC Kevin o Chris",5/4/2023,https://i.scdn.co/image/ab67616d0000b2736b19d46024e623f257363a36,1,1,92093,https://p.scdn.co/mp3-preview/53d83121788d1a98041d868e1a2e44aa57e4d38c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,BRSME2300692
spotify:track:5lEsM6qpuzuZwij6jIZPvP,Big Time Rush,spotify:artist:0GWCNkPi54upO9WLlwjAHd,Big Time Rush,spotify:album:2RjFzASjHZG1lUbCKqUahx,BTR,spotify:artist:0GWCNkPi54upO9WLlwjAHd,Big Time Rush,10/11/2010,https://i.scdn.co/image/ab67616d0000b27350acd1f66ebd5b84630c7129,1,11,197586,https://p.scdn.co/mp3-preview/0c9aad06203dd90c66c9651f259c9bad901bcb18?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,USSM10906314
spotify:track:5Xkht48NOI9eirHjY7d87I,Daddy's Gone,spotify:artist:478peoEkoKPsTgRiVzkvPl,Glasvegas,spotify:album:2MLOTcKvTfrJHhEeRb164i,Glasvegas,spotify:artist:478peoEkoKPsTgRiVzkvPl,Glasvegas,9/5/2008,https://i.scdn.co/image/ab67616d0000b2733ea4aded38ae4e2c6d04aece,1,7,262360,https://p.scdn.co/mp3-preview/05583b30f6e5c597827c6176e0d785d5d17060c8?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,0,GBARL0800765
spotify:track:6o1l9I0faXJN2iqulHrdCQ,Crazy,"spotify:artist:5SbkVQYYzlw1kte75QIabH, spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8, spotify:artist:2dBj3prW7gP9bCCOIQeDUf","Gnarls Barkley, CeeLo Green, Danger Mouse",spotify:album:2NQH7gYB2buQCbdvHBNRif,St. Elsewhere,"spotify:artist:5SbkVQYYzlw1kte75QIabH, spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8, spotify:artist:2dBj3prW7gP9bCCOIQeDUf","Gnarls Barkley, CeeLo Green, Danger Mouse",2006,https://i.scdn.co/image/ab67616d0000b273ab051a2c680f39c0d9827706,1,2,182066,https://p.scdn.co/mp3-preview/3d23901a1b268fa45dd67e663376cec97ff8c9b2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,USAT20611041
spotify:track:6epn3r7S14KUqlReYr77hA,Baby,"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi","Justin Bieber, Ludacris",spotify:album:3BmcYMh0KYsimWL6p2gPa9,My World 2.0,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,1/1/2010,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,1,1,214240,https://p.scdn.co/mp3-preview/6f57db4d7d782298f0d2de9097a45f4671cb2fd6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,86,USUM70919263
spotify:track:5JVbvCHX10U2pLa5DEqGav,Safe and Sound,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,Capital Cities,spotify:album:3rLiil7YBkoGXLrFtwYcju,In A Tidal Wave of Mystery,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,Capital Cities,6/4/2013,https://i.scdn.co/image/ab67616d0000b273b03e92f4e7dcd9db3a06c869,1,1,192789,https://p.scdn.co/mp3-preview/5e9a012f06d4c8612a3d378cde706104c00ec621?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,88,TCABD1246970
spotify:track:1LmN9SSHISbtp9LoaR5ZVJ,Payphone,"spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:137W8MRPWKqSmrBGDBFSop","Maroon 5, Wiz Khalifa",spotify:album:5x7JzoE4A3DwwU6FPt8qws,Overexposed,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,6/20/2021,https://i.scdn.co/image/ab67616d0000b2733119f490f02fcee6514e8604,1,2,231386,https://p.scdn.co/mp3-preview/24c2c8cc0e6b3d3fc5b3fe8ca4c08164ec9ef24d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,70,USUM71203347
spotify:track:5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,spotify:artist:67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,spotify:album:5B6XfyHHYawyLkEvNvhSPh,Walking On A Dream (10th Anniversary Edition),spotify:artist:67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,10/3/2008,https://i.scdn.co/image/ab67616d0000b273f3aa0e6ca22a382007f61e4d,1,2,198440,https://p.scdn.co/mp3-preview/a21bd2feedf60140b9e163aa037bd285adb5e896?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,88,AUEI10800039
spotify:track:3zEN0ii6s4DHHBpnTp3RP7,We Are The People,spotify:artist:67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,spotify:album:5B6XfyHHYawyLkEvNvhSPh,Walking On A Dream (10th Anniversary Edition),spotify:artist:67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,10/3/2008,https://i.scdn.co/image/ab67616d0000b273f3aa0e6ca22a382007f61e4d,1,4,267373,https://p.scdn.co/mp3-preview/f0386090a391d2cf72f97c60de6e8d2bb4ea509e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,89,AUEI10800041
spotify:track:18lR4BzEs7e3qzc0KVkTpU,What I've Done,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:2tlTBLz2w52rpGCLBGyGw6,Minutes to Midnight,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,5/14/2007,https://i.scdn.co/image/ab67616d0000b2736e996745f2c7b8036abef213,1,6,205226,https://p.scdn.co/mp3-preview/bb5a97b64d61c8920674717ca753752eee008b95?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,USWB10700721
spotify:track:7ySUcLPVX7KudhnmNcgY2D,S&M,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:5QG3tjE5L9F6O2vCAPph38,Loud (Japan Version),spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,1/1/2010,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,1,1,243600,https://p.scdn.co/mp3-preview/6df4d34ea5aba149846ff5a2e10209dad5b2d1fd?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,85,USUM71026591
spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,spotify:album:5letLUZIFsQikJYShfGNs4,The Beginning: Cupid,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,2/24/2023,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,1,2,174253,https://p.scdn.co/mp3-preview/6a5229e240b94c5fe224780c8a6e4b003415002f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,KSA012239181
spotify:track:1dzQoRqT5ucxXVaAhTcT0J,Just Dance,"spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:7fObcBw9VM3x7ntWKCYl0z","Lady Gaga, Colby O'Donis",spotify:album:1qwlxZTNLe1jq3b0iidlue,The Fame,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,1/1/2008,https://i.scdn.co/image/ab67616d0000b273e691217483df8798445c82e2,1,1,241933,https://p.scdn.co/mp3-preview/95cc6f61db841d49e062c94e68a62a89da0c46c4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,86,USUM70807646
spotify:track:2gZUPNdnz5Y45eiGxpHGSc,POWER,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,11/22/2010,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,1,3,292093,https://p.scdn.co/mp3-preview/0d5423c5f4d41582149e1ebcf13279964fa76428?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,80,USUM71018220
spotify:track:0j2T0R9dR9qdJYsB7ciXhf,Stronger,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:4SZko61aMnmgvNhfhgTuD3,Graduation,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,9/11/2007,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,1,3,311866,https://p.scdn.co/mp3-preview/998124b19664ac7c039651111eda40e8ed4d4292?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,84,USUM70741299
spotify:track:7Ii2ALuxW7NkLfQPhV4Rn2,Bohemian Trapsody,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,spotify:album:7C5J8fG34IbOKe2pQPq9SU,Supermarket (Soundtrack),spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,3/26/2019,https://i.scdn.co/image/ab67616d0000b273ba518c4c580b3652111c7c84,1,1,404666,https://p.scdn.co/mp3-preview/92e3f377991d082fc8f85776768c3945fea92167?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,47,USUM71904184
spotify:track:4dTaAiV9xFFCxnPur9c9yL,Memories (feat. Kid Cudi),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","David Guetta, Kid Cudi",spotify:album:1xGEbkqzqiCcUTBbasvShI,One Love (Deluxe),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,8/21/2009,https://i.scdn.co/image/ab67616d0000b273b2e43ed3850e072831f7b2c6,1,3,210093,https://p.scdn.co/mp3-preview/142a5e572bed7e1e646c835a1ea426997b7f3ff8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,FRZID0900480
spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,New Divide,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:1fqibtpI0bwD73uQGeEnhn,Transformers: Revenge Of The Fallen The Album,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,6/12/2009,https://i.scdn.co/image/ab67616d0000b273148cd93cd936ee29cb4db587,1,1,268613,https://p.scdn.co/mp3-preview/07b65f873e13a81671ff8f8e7a2fb092f7941426?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,USWB10901893
spotify:track:6jFCFrcstrdTP2XPkBfV1F,Meiga e abusada,spotify:artist:7FNnA9vBm6EKceENgCGRMb,Anitta,spotify:album:7IcgpWsMMBvW5NzNoKRu6z,Anitta,spotify:artist:7FNnA9vBm6EKceENgCGRMb,Anitta,2/6/2013,https://i.scdn.co/image/ab67616d0000b273b1bd3ec4ceb6f5ffbf3a7de7,1,2,229320,https://p.scdn.co/mp3-preview/ffbe1f284c02bdc3fd2b60af61878bd5adcb16e7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,BRWMB1300001
spotify:track:4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:5vQfv3s2Z2SRdPZKr82ABw, spotify:artist:0bdJZl7TDeiymDYzMJnVh2, spotify:artist:246dkjvS1zLTtiykXe5h60","Tiësto, Dzeko, Preme, Post Malone",spotify:album:0vRcQquqBlFvnezWldWfmt,Jackie Chan,"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:5vQfv3s2Z2SRdPZKr82ABw","Tiësto, Dzeko",5/18/2018,https://i.scdn.co/image/ab67616d0000b2738c5e26c45a7703cf16f509f7,1,1,215759,https://p.scdn.co/mp3-preview/8b3de770a2b29ad9514ddd2ccb11f0920794fe58?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,71,CYA111800123
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,spotify:album:48zisMeiXniWLzOQghbPqS,Motion,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,10/31/2014,https://i.scdn.co/image/ab67616d0000b2738fba5806a323efd272677c4d,1,8,222533,https://p.scdn.co/mp3-preview/f8877a2ec4963cb11fa2c282a18e9015f2e8bfad?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,88,GBARL1400296
spotify:track:6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,"spotify:artist:77qukKzmdI5BeMBR7WGUrN, spotify:artist:17TFSnqADESRM8BPSaM5aB, spotify:artist:6dqohi36avY0M9urnyhITr","Aaron Smith, Krono, Luvli",spotify:album:2J2f6vGACFrRghO1Ki74BE,Dancin (feat. Luvli) [Krono Remix],"spotify:artist:77qukKzmdI5BeMBR7WGUrN, spotify:artist:17TFSnqADESRM8BPSaM5aB","Aaron Smith, Krono",11/7/2014,https://i.scdn.co/image/ab67616d0000b273f7a3a5656060030a0d24855c,1,1,198053,https://p.scdn.co/mp3-preview/96554d5eb7ca8f02d0e07955b2c33fdd7874e2ca?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,QMLA71400326
spotify:track:6uBhi9gBXWjanegOb2Phh0,Stay,"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:2wUjUUtkb5lvLKcGKsKqsR","Zedd, Alessia Cara",spotify:album:1I4W7JKzYbl8VKRfD61DIS,Stay,"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:2wUjUUtkb5lvLKcGKsKqsR","Zedd, Alessia Cara",2/23/2017,https://i.scdn.co/image/ab67616d0000b273b993cba8ff7d0a8e9ee18d46,1,1,210090,https://p.scdn.co/mp3-preview/264d0f4ee99b296da9d43c4ddd0ffa265c25b247?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,USUM71700736
spotify:track:3bC1ahPIYt1btJzSSEyyrF,Whistle,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,6/22/2012,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,1,1,224653,https://p.scdn.co/mp3-preview/ea7012e8d63798a9bd4ec40e566cb81c5955d18f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,USAT21201745
spotify:track:0YIP2pcsehVFLJRWfDVgdw,Gone Daddy Gone / I Just Want to Make Love to You,"spotify:artist:5SbkVQYYzlw1kte75QIabH, spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8, spotify:artist:2dBj3prW7gP9bCCOIQeDUf","Gnarls Barkley, CeeLo Green, Danger Mouse",spotify:album:2NQH7gYB2buQCbdvHBNRif,St. Elsewhere,"spotify:artist:5SbkVQYYzlw1kte75QIabH, spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8, spotify:artist:2dBj3prW7gP9bCCOIQeDUf","Gnarls Barkley, CeeLo Green, Danger Mouse",2006,https://i.scdn.co/image/ab67616d0000b273ab051a2c680f39c0d9827706,1,4,148066,https://p.scdn.co/mp3-preview/9a097033ec40c78d058d8063d988ec4f8a5e12d0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,USAT20611043
